INCIDENT_CAUSE,CLAIM_STATUS,ODOMETER_AT_LOSS,LOSS_EVENT_TIME,LOSS_EVENT_DAYS,CLAIM_INIT_TIME,POLICE_REPORT,CLAIMS_AT_LOSS_DATE,LOSS_LOCATION_LAT,LOSS_LOCATION_LONG,CLAIM_AMOUNT,FLAG_FOR_FRAUD_INV,START_DATE,EXPIRY_DATE,EXPIRY_DAYS,INITIAL_ODOMETER,LOW_MILEAGE_USE,GENDER,BIRTHDATE,DRIVERS_LICENSE_EXPIRY,DATE_AT_CURRENT_ADDRESS,COMMUTE_DISCOUNT,SUSPICIOUS_CLAIM_TIME,SUSPICIOUS_CLAIM_FLAG,DL_EXPIRED,EXCESSIVE_CLAIM_AMOUNT
1,3,66630.4,2017-12-08,342,2017-12-20,0,1,41.83436696,-87.64147035,1750,0,2016-09-21,2017-09-21,264,64416,0,M,1943-12-15,2020-12-18,2003-06-11,0,-78,1,0,0
1,3,125245.2,2017-08-15,227,2017-08-15,0,1,41.91010241,-87.71682443,2450,0,2016-06-09,2017-06-09,160,118008,0,M,1991-03-19,2021-07-25,2009-02-13,0,-67,1,0,0
3,3,294708,2018-05-21,141,2018-05-22,0,1,41.77126708,-87.7224264,1450,0,2017-04-04,2018-04-04,94,285732,0,M,1970-09-06,2021-07-16,2006-02-20,0,-47,1,0,0
3,1,31587.5,2016-03-01,61,2016-03-09,1,1,42.00439025,-87.66301635,34950,1,2015-11-18,2016-11-17,322,20052,1,M,1935-04-06,2018-04-05,2002-08-18,1,261,0,0,1
3,3,183006.5,2018-03-26,85,2018-04-09,0,5,41.86240243,-87.66641897,1780,0,2017-03-19,2018-03-19,78,169668,0,F,1972-01-28,2019-07-10,2015-03-13,1,-7,1,0,0
5,1,141307.8,2016-05-14,135,2016-05-16,1,1,41.96893861,-87.74793505,25160,1,2015-10-04,2016-10-03,277,137664,0,F,1957-11-22,2019-08-20,2015-04-18,0,142,0,0,1
5,1,127433.6,2018-07-14,195,2018-07-21,0,1,41.80747002,-87.61668477,42124.5,1,2017-04-25,2018-04-25,115,126576,1,M,1966-05-16,2020-09-19,2002-01-27,0,-80,1,0,1
1,1,301827.8,2017-06-12,163,2017-06-16,0,1,41.88023932,-87.75692869,37400,1,2016-05-24,2017-05-24,144,290568,0,F,1967-09-23,2021-06-29,2009-02-05,0,-19,1,0,1
4,3,97080.8,2018-06-04,155,2018-06-13,0,4,41.79346382,-87.58017457,1759.5,0,2017-05-11,2018-05-11,131,94092,1,M,1938-03-15,2020-02-16,2003-07-18,0,-24,1,0,0
3,1,46759.4,2017-07-19,200,2017-07-25,1,1,41.91692195,-87.73749169,34530,1,2016-03-25,2017-03-25,84,43044,0,M,1943-01-31,2021-09-27,2000-04-07,0,-116,1,0,1
2,3,321269.9,2017-05-27,147,2017-06-06,0,1,41.67743887,-87.66123603,1860,0,2016-09-05,2017-09-05,248,307452,0,M,1990-11-22,2019-01-18,2003-07-20,0,101,0,0,0
3,3,68089.2,2016-03-18,78,2016-03-27,1,1,41.7505461,-87.67329258,1748,0,2015-06-10,2016-06-09,161,63900,0,F,1975-09-05,2021-09-10,2017-08-26,1,83,0,0,0
4,3,157437.3,2018-07-03,184,2018-07-17,1,1,41.78534019,-87.70317432,2150,0,2017-01-23,2018-01-23,23,155280,0,F,1945-11-26,2018-12-26,2003-06-25,0,-161,1,0,0
3,3,102688.3,2017-04-02,92,2017-04-13,1,3,41.84111499,-87.68513204,1300,0,2016-06-16,2017-06-16,167,98040,0,F,1935-09-21,2018-12-16,2001-07-20,0,75,0,0,0
3,3,75841.1,2018-05-14,134,2018-05-27,1,1,41.99772713,-87.69638984,2886.5,0,2017-08-09,2018-08-09,221,64872,1,F,1990-08-10,2021-07-19,2003-09-20,1,87,0,0,0
3,1,240252.6,2017-09-21,264,2017-09-26,1,1,42.02169141,-87.67448165,37170,1,2016-07-22,2017-07-22,203,231012,0,F,1977-01-15,2020-12-29,2007-07-05,0,-61,1,0,1
1,3,270617.8,2016-05-16,137,2016-05-20,0,1,41.88563256,-87.62637276,2012.5,0,2015-10-07,2016-10-06,280,263208,0,M,1972-10-24,2018-08-12,2000-02-05,0,143,0,0,0
3,1,247487.7,2016-01-22,22,2016-01-23,0,1,41.70773676,-87.59428861,30340,1,2015-03-08,2016-03-07,67,233040,0,M,1947-01-17,2018-05-19,2015-03-02,0,45,0,0,1
5,3,134162.4,2016-05-29,150,2016-06-01,0,1,41.91950909,-87.74604006,17070,0,2015-01-02,2016-01-02,2,124488,1,F,1961-01-21,2020-11-06,2008-06-27,0,-148,1,0,1
3,1,273888.2,2018-04-10,100,2018-04-19,0,4,41.74376136,-87.61110685,3093.5,1,2017-09-23,2018-09-23,266,270672,0,M,1946-07-04,2019-03-24,2008-01-03,0,166,0,0,0
3,3,372991.7,2018-10-24,297,2018-11-03,1,2,41.89927701,-87.70261578,1630,0,2017-06-16,2018-06-16,167,370164,0,F,1995-12-17,2021-05-27,2002-06-12,0,-130,1,0,0
3,3,101935.6,2016-12-13,348,2016-12-21,0,1,41.89093109,-87.67703497,2060,0,2015-06-25,2016-06-24,176,99576,1,F,1961-12-24,2021-07-22,2005-06-13,0,-172,1,0,0
3,3,191073,2017-07-03,184,2017-07-06,0,1,41.75046031,-87.71180293,1640,0,2016-07-16,2017-07-16,197,177528,0,M,1986-01-08,2020-01-11,2005-11-19,0,13,0,0,0
4,3,229887,2018-11-13,317,2018-11-25,1,5,41.95358351,-87.74312523,1330,0,2017-03-23,2018-03-23,82,222624,0,M,1982-03-30,2018-11-19,2014-06-19,0,-235,1,0,0
3,3,183135.2,2016-03-24,84,2016-04-05,0,2,41.93031835,-87.66605647,1520,0,2015-06-08,2016-06-07,159,179904,0,F,1948-09-12,2021-02-14,2016-11-25,0,75,0,0,0
2,1,221868.6,2017-03-06,65,2017-03-19,1,2,41.84330771,-87.68550216,20080,1,2016-08-19,2017-08-19,231,210744,0,F,1982-11-15,2019-03-03,2017-01-09,0,166,0,0,1
5,3,111835.4,2017-11-29,333,2017-12-08,1,1,41.75118129,-87.60482882,3093.5,0,2016-04-14,2017-04-14,104,98460,0,F,1961-01-06,2019-07-22,1999-11-26,0,-229,1,0,0
4,3,302548.5,2018-01-08,8,2018-01-14,0,1,41.94525519,-87.66896382,2010,0,2017-01-15,2018-01-15,15,294456,0,F,1998-02-06,2020-12-30,2011-09-03,0,7,0,0,0
1,3,285859.5,2017-02-27,58,2017-03-04,0,1,41.93166402,-87.72808651,3323.5,0,2016-02-09,2017-02-08,39,278208,0,M,1954-11-26,2021-04-10,2008-01-07,0,-19,1,0,0
3,3,250772.2,2017-08-25,237,2017-08-28,0,3,41.89969856,-87.74606148,2200,0,2016-08-10,2017-08-10,222,245556,0,M,1945-03-29,2021-01-12,2015-02-05,0,-15,1,0,0
4,3,164574.7,2017-06-29,180,2017-07-08,0,1,41.92352953,-87.68420184,2852,0,2016-03-23,2017-03-23,82,153132,0,M,1988-04-30,2018-11-17,2010-11-15,0,-98,1,0,0
2,3,210076.7,2017-03-14,73,2017-03-22,0,1,41.99200455,-87.75508595,1265,0,2016-04-05,2017-04-05,95,197748,0,F,1952-09-04,2020-12-17,2014-05-07,0,22,0,0,0
5,1,150642.2,2016-01-22,22,2016-01-31,1,1,41.8784407,-87.6173488,29830,1,2015-07-03,2016-07-02,184,147084,0,F,1993-03-03,2020-01-07,2007-10-19,0,162,0,0,1
4,3,202050.2,2016-03-08,68,2016-03-14,1,1,41.95050216,-87.71428334,1380,0,2015-09-07,2016-09-06,250,200880,0,F,1974-03-11,2021-03-06,2006-05-08,0,182,0,0,0
5,3,185134.9,2016-10-31,305,2016-11-05,0,2,41.67463136,-87.62241,2740,0,2015-01-27,2016-01-27,27,180684,0,M,1985-03-08,2021-05-16,2002-05-07,1,-278,1,0,0
1,1,312527.4,2018-05-18,138,2018-05-18,0,3,41.69111325,-87.70095361,29220,1,2017-03-05,2018-03-05,64,308916,0,M,1973-03-29,2019-02-23,2002-01-10,0,-74,1,0,1
1,1,68190.2,2016-10-18,292,2016-10-24,1,1,41.92411902,-87.74703214,30420,1,2015-04-09,2016-04-08,99,61596,0,M,1936-10-20,2018-02-21,2008-04-08,0,-193,1,0,1
3,1,69007.7,2016-11-12,317,2016-11-15,1,1,41.89259323,-87.62433405,20360,1,2015-08-16,2016-08-15,228,65088,0,M,1966-12-04,2019-08-09,2014-09-13,1,-89,1,0,1
5,3,193299.8,2017-02-04,35,2017-02-07,0,1,41.88197522,-87.62609645,2219.5,0,2016-04-01,2017-04-01,91,192300,0,F,1952-03-02,2018-02-16,2006-04-03,0,56,0,0,0
1,1,383898.7,2016-03-29,89,2016-04-06,0,1,41.710281,-87.6729626,29010,1,2015-01-19,2016-01-19,19,374592,0,M,1936-04-18,2021-03-10,2017-07-12,0,-70,1,0,1
3,1,241882.5,2017-03-18,77,2017-03-30,1,1,41.7748756,-87.72647101,32630,1,2016-03-09,2017-03-09,68,232992,0,M,1961-12-24,2018-11-03,2003-06-14,0,-9,1,0,1
2,2,233122.6,2018-12-28,362,2019-01-09,0,1,41.77076231,-87.64461748,1670,0,2017-02-25,2018-02-25,56,225036,0,F,1991-11-11,2018-10-16,2000-04-09,0,-306,1,1,0
1,1,132434.9,2017-09-01,244,2017-09-10,1,1,41.87412181,-87.73512379,20458.5,1,2016-08-18,2017-08-18,230,129108,0,M,1951-02-03,2018-05-04,2012-06-08,0,-14,1,0,1
3,1,90952.2,2018-03-13,72,2018-03-14,1,1,41.79711892,-87.70380493,26130,1,2017-01-22,2018-01-22,22,82704,1,F,1948-04-30,2021-09-13,2008-06-22,0,-50,1,0,1
2,3,199698.4,2018-02-18,49,2018-02-26,1,4,41.72479898,-87.6629114,1679,0,2017-06-20,2018-06-20,171,186432,0,F,1981-02-25,2019-12-06,2006-03-17,0,122,0,0,0
3,3,92774.8,2018-05-25,145,2018-05-28,0,1,42.01089475,-87.66279999,1240,0,2017-11-13,2018-11-13,317,89832,0,M,1959-03-31,2019-09-28,2001-02-04,1,172,0,0,0
1,1,164476.1,2018-03-20,79,2018-03-30,0,1,41.72731918,-87.66296806,16910,1,2017-10-02,2018-10-02,275,163848,0,M,1991-12-18,2021-02-22,2004-10-01,0,196,0,0,1
2,3,326539.6,2018-06-28,179,2018-06-30,0,1,41.97538353,-87.75295892,1680,0,2017-01-20,2018-01-20,20,323460,0,M,1999-04-17,2020-11-06,2017-08-08,0,-159,1,0,0
3,3,384513.2,2018-05-29,149,2018-05-29,0,4,41.7595636,-87.66356102,3059,0,2017-05-11,2018-05-11,131,374940,0,F,1962-12-14,2018-06-27,2006-04-08,0,-18,1,0,0
5,1,102876,2016-10-09,283,2016-10-13,0,1,41.98520012,-87.6628714,20200,1,2015-08-20,2016-08-19,232,92100,0,F,1972-04-01,2021-04-20,2017-11-22,0,-51,1,0,1
4,4,46386.7,2018-11-28,332,2018-12-02,1,1,41.90967816,-87.73376347,44838.5,1,2017-06-23,2018-06-23,174,41892,0,F,1996-10-21,2021-09-29,2007-01-20,0,-158,1,0,1
3,3,112511.3,2017-07-22,203,2017-07-24,0,1,41.86737512,-87.62249323,1010,0,2016-03-20,2017-03-20,79,105180,0,M,1958-01-19,2018-04-20,2010-04-18,0,-124,1,0,0
1,3,170319.1,2017-03-28,87,2017-03-31,0,1,41.89184174,-87.62038181,2130,0,2016-07-20,2017-07-20,201,159204,0,F,1954-10-23,2019-03-17,2000-10-08,0,114,0,0,0
5,1,21015.8,2016-09-01,245,2016-09-05,1,1,41.92549933,-87.69391755,25120,1,2015-07-12,2016-07-11,193,18864,0,F,1959-03-29,2019-05-14,2000-08-02,0,-52,1,0,1
5,3,217004,2017-04-18,108,2017-05-02,0,1,41.80062712,-87.72588868,1920.5,0,2016-08-01,2017-08-01,213,214200,0,F,1977-07-18,2021-04-25,2001-09-15,1,105,0,0,0
5,1,229084.9,2018-02-17,48,2018-02-23,1,1,41.89566081,-87.70680242,32680,1,2017-05-19,2018-05-19,139,226776,0,M,1971-03-28,2018-12-22,2002-09-15,0,91,0,0,1
1,3,243294,2016-05-08,129,2016-05-14,0,2,41.78059864,-87.59919787,2415,0,2015-02-14,2016-02-14,45,234936,0,M,1966-05-07,2019-11-25,2017-05-26,0,-84,1,0,0
1,1,232866.4,2016-03-09,69,2016-03-21,1,5,41.94677411,-87.67345655,19750,1,2015-09-06,2016-09-05,249,225456,0,M,1982-03-09,2020-03-30,2014-04-09,0,180,0,0,1
5,1,43518.5,2017-01-06,6,2017-01-10,1,1,41.88248581,-87.6648355,18400,1,2016-11-24,2017-11-24,328,41232,0,F,1945-03-19,2018-07-07,2009-09-24,0,322,0,0,1
4,1,205253.9,2018-08-16,228,2018-08-25,1,1,41.80907372,-87.62997639,2370,1,2017-11-24,2018-11-24,328,200052,0,M,1986-12-11,2021-04-17,2017-09-04,0,100,0,0,0
1,1,74949.5,2016-08-26,239,2016-08-31,0,1,41.92345973,-87.79884308,45287,1,2015-07-12,2016-07-11,193,61848,0,M,1958-07-17,2021-07-21,2006-09-22,0,-46,1,0,1
1,1,215047.2,2018-09-05,248,2018-09-15,0,1,41.93317711,-87.68807236,16380,1,2017-11-23,2018-11-23,327,205116,0,M,1975-12-02,2018-05-08,2004-01-26,0,79,0,1,1
3,1,173661.3,2018-11-09,313,2018-11-10,1,1,41.89751455,-87.68703398,37520,1,2017-07-05,2018-07-05,186,161964,0,F,1943-08-24,2020-01-20,2009-07-23,0,-127,1,0,1
3,1,124421.8,2017-09-14,257,2017-09-14,1,1,41.99000888,-87.74826667,29530,1,2016-06-12,2017-06-12,163,110736,0,M,1950-02-11,2020-12-18,2013-11-14,0,-94,1,0,1
1,1,241467.2,2017-12-26,360,2018-01-05,1,1,41.91050252,-87.68240976,22570,1,2016-11-09,2017-11-09,313,236412,0,M,2001-03-14,2020-05-06,2009-02-03,0,-47,1,0,1
3,1,174768.1,2018-07-18,199,2018-07-19,1,1,41.79337895,-87.58405382,17290,1,2017-03-06,2018-03-06,65,170664,0,F,1998-12-01,2019-01-12,2004-11-26,0,-134,1,0,1
5,1,91249.5,2016-08-02,215,2016-08-10,0,1,41.99738068,-87.80896764,40660,1,2015-07-12,2016-07-11,193,79824,1,F,1940-02-04,2018-11-01,2007-01-26,0,-22,1,0,1
2,3,276655.3,2018-01-25,25,2018-02-05,0,1,41.67710445,-87.64173829,2220,0,2017-09-23,2018-09-23,266,275460,0,F,1972-08-19,2018-04-29,2010-03-19,0,241,0,0,0
5,1,54281.9,2016-05-03,124,2016-05-06,0,1,41.96969326,-87.68879319,42872,1,2015-09-03,2016-09-02,246,46824,0,M,1986-01-24,2021-12-01,2005-05-21,0,122,0,0,1
1,1,67844.6,2018-02-17,48,2018-02-23,0,1,41.87181419,-87.74478367,22130,1,2017-08-18,2018-08-18,230,65112,0,M,1961-06-19,2019-11-29,2008-06-02,1,182,0,0,1
5,3,91656.8,2018-06-06,157,2018-06-11,0,3,41.75890306,-87.58342653,1610,0,2017-05-26,2018-05-26,146,81696,0,M,1943-04-05,2018-03-06,2001-05-17,0,-11,1,1,0
1,1,68313.3,2017-04-27,117,2017-05-07,0,3,41.86964303,-87.64552029,47748,1,2016-06-17,2017-06-17,168,59832,1,M,1979-04-09,2021-02-05,2014-10-03,0,51,0,0,1
1,1,202436.1,2018-05-24,144,2018-06-06,1,1,41.89997167,-87.62401194,33200,1,2017-05-16,2018-05-16,136,197748,0,M,1942-11-10,2021-07-28,2001-11-26,0,-8,1,0,1
1,1,285816.8,2018-11-08,312,2018-11-21,0,1,41.82823724,-87.70198748,29070,1,2017-06-22,2018-06-22,173,280032,0,M,2000-03-21,2020-07-15,2007-11-10,0,-139,1,0,1
2,1,42563.8,2018-05-20,140,2018-06-03,1,1,41.99758039,-87.69225776,19900,1,2017-03-14,2018-03-14,73,37488,0,F,1938-10-10,2021-06-10,2011-11-17,0,-67,1,0,1
3,2,68487,2018-12-13,347,2018-12-13,0,1,41.89640443,-87.63996177,2130,0,2017-03-16,2018-03-16,75,58680,0,F,1980-05-26,2019-07-09,2008-08-06,0,-272,1,0,0
4,3,43052.9,2016-08-05,218,2016-08-07,1,2,41.85290378,-87.63500468,1040,0,2015-06-22,2016-06-21,173,41952,0,F,1983-05-03,2021-12-22,2000-02-09,0,-45,1,0,0
2,3,169300.8,2018-10-18,291,2018-10-24,0,1,41.95259946,-87.65434119,14220,0,2017-04-19,2018-04-19,109,160176,0,F,1957-05-07,2021-01-10,2001-03-02,0,-182,1,0,1
4,1,287840.5,2016-11-01,306,2016-11-06,0,1,41.74872543,-87.64413194,14250,1,2015-11-20,2016-11-19,324,283608,0,M,1987-12-19,2020-03-28,2003-08-09,0,18,0,0,1
1,3,290573.7,2017-06-16,167,2017-06-17,0,2,41.99033475,-87.69908651,1610,0,2016-03-23,2017-03-23,82,276120,0,F,1936-06-14,2019-01-20,2000-03-19,0,-85,1,0,0
3,3,273140.2,2017-11-05,309,2017-11-08,0,3,41.74872543,-87.64413194,2530,0,2016-02-11,2017-02-10,41,261588,0,F,1939-05-25,2020-01-11,2007-04-11,0,-268,1,0,0
3,1,318364.7,2018-10-12,285,2018-10-13,0,2,41.95587913,-87.67838601,23575,1,2017-02-14,2018-02-14,45,311580,0,M,1955-06-07,2018-11-13,2012-08-26,0,-240,1,0,1
4,3,370275.1,2017-09-17,260,2017-09-22,0,1,41.75479737,-87.60789532,1260,0,2016-06-07,2017-06-07,158,369564,0,M,1983-08-03,2018-12-10,2012-04-16,0,-102,1,0,0
5,1,229262.8,2018-02-23,54,2018-03-08,0,1,41.89218892,-87.68444024,3013,1,2017-06-11,2018-06-11,162,220800,0,M,1975-05-10,2020-01-23,2014-01-02,0,108,0,0,0
3,1,34201.3,2016-11-03,308,2016-11-03,1,2,41.81575149,-87.68392697,28040,1,2015-05-09,2016-05-08,129,28800,1,F,1938-03-12,2018-08-09,2000-04-04,0,-179,1,0,1
1,1,192322.9,2017-03-28,87,2017-04-01,0,5,41.78588849,-87.72310659,2196.5,1,2016-04-17,2017-04-17,107,179568,0,M,1945-04-02,2018-05-05,2003-06-17,0,20,0,0,0
4,3,200517.7,2018-11-21,325,2018-11-29,1,1,41.89570453,-87.70221852,2020,0,2017-08-16,2018-08-16,228,197244,0,M,1935-04-29,2020-07-06,2016-08-24,0,-97,1,0,0
3,1,240783.3,2018-05-30,150,2018-06-03,1,1,41.69093147,-87.66242463,28740,1,2017-07-21,2018-07-21,202,226092,0,F,1969-02-07,2018-03-14,2016-06-05,0,52,0,1,1
2,3,164124.4,2018-03-21,80,2018-03-21,1,1,41.89673792,-87.62022135,1860,0,2017-06-03,2018-06-03,154,159264,0,M,1947-04-12,2019-02-21,2006-01-04,0,74,0,0,0
5,3,175619.4,2017-06-14,165,2017-06-20,0,1,41.75416613,-87.58624573,1200,0,2016-04-16,2017-04-16,106,162258,1,F,1963-11-13,2019-04-12,2005-06-23,0,-59,1,0,0
2,1,114242.3,2016-09-10,254,2016-09-19,1,4,41.88117859,-87.62448807,19960,1,2015-08-15,2016-08-14,227,110016,1,M,1946-06-06,2020-05-30,2017-02-14,0,-27,1,0,1
2,3,114097.7,2018-04-14,104,2018-04-27,1,1,41.73599814,-87.72162026,2580,0,2017-01-27,2018-01-27,27,99936,1,M,1994-07-04,2019-02-14,2007-06-05,0,-77,1,0,0
5,3,49994.7,2018-07-12,193,2018-07-21,0,1,41.78318944,-87.66651674,1910,0,2017-09-12,2018-09-12,255,39864,0,M,1951-04-29,2018-02-23,2001-11-07,0,62,0,1,0
3,3,265605.5,2018-02-21,52,2018-02-22,0,1,41.77909217,-87.68191355,2700,0,2017-10-12,2018-10-12,285,250668,0,F,1978-07-02,2018-12-08,2013-05-02,0,233,0,0,0
5,1,50292.6,2016-04-18,109,2016-04-24,0,4,41.90156514,-87.6672981,34390,1,2015-08-03,2016-08-02,215,37656,1,M,1981-08-14,2019-08-25,2011-10-25,0,106,0,0,1
2,3,65265.5,2017-03-22,81,2017-04-04,0,1,41.93102101,-87.67686402,16870,0,2016-02-19,2017-02-18,49,59700,0,M,1966-09-04,2021-01-23,2003-02-24,0,-32,1,0,1
3,4,102623.9,2018-12-29,363,2019-01-07,1,1,41.84521878,-87.64659399,24380,1,2017-09-06,2018-09-06,249,97620,0,F,1978-04-18,2021-04-14,2009-08-26,0,-114,1,0,1
5,3,67999.3,2017-06-23,174,2017-07-06,0,1,41.8820229,-87.63708141,1050,0,2016-03-25,2017-03-25,84,57132,0,M,1980-06-04,2020-11-14,2017-06-12,0,-90,1,0,0
5,3,114823.5,2018-04-24,114,2018-05-08,0,3,41.9686275,-87.77946917,1978,0,2017-03-06,2018-03-06,65,103068,0,F,1948-03-12,2021-02-18,2012-05-19,0,-49,1,0,0
5,3,187053.8,2016-06-19,171,2016-06-23,0,3,41.92128809,-87.6548357,2150,0,2015-01-23,2016-01-23,23,181332,0,F,1969-02-25,2021-02-16,1999-03-17,0,-148,1,0,0
5,1,362191.6,2018-04-01,91,2018-04-10,1,1,41.99750814,-87.70879746,41779.5,1,2017-02-08,2018-02-08,39,356376,0,M,1936-01-08,2021-11-24,2002-03-04,0,-52,1,0,1
5,1,259567,2016-01-08,8,2016-01-11,1,1,41.98978644,-87.74869423,20769,1,2015-02-01,2016-02-01,32,255528,0,M,1939-01-30,2021-10-14,2006-05-26,0,24,0,0,1
3,1,211068.3,2016-06-25,177,2016-07-03,1,2,41.78656968,-87.60590062,33000,1,2015-09-09,2016-09-08,252,201960,0,F,1986-10-02,2018-07-29,2009-11-01,0,75,0,0,1
5,3,88937.7,2018-09-28,271,2018-10-06,0,1,41.77139325,-87.65443268,2160,0,2017-09-04,2018-09-04,247,84840,0,F,1974-05-08,2021-01-29,2004-03-07,0,-24,1,0,0
1,3,91330.9,2016-06-09,161,2016-06-09,1,1,41.94579927,-87.76423351,1460,0,2015-10-13,2016-10-12,286,82032,0,M,1968-10-08,2018-07-24,2006-10-06,0,125,0,0,0
3,1,374189.9,2016-05-07,128,2016-05-15,1,1,41.76139481,-87.64931423,36440,1,2015-02-02,2016-02-02,33,362304,0,F,1952-11-27,2020-08-20,2004-09-22,0,-95,1,0,1
1,1,339378.3,2017-08-09,221,2017-08-17,0,1,41.87432781,-87.64256918,48035.5,1,2016-05-18,2017-05-18,138,328464,0,F,1964-02-09,2020-01-18,2006-11-23,1,-83,1,0,1
5,3,245177.8,2018-03-18,77,2018-03-31,1,1,41.91087554,-87.65827824,1200,0,2017-07-20,2018-07-20,201,240252,0,F,1971-03-07,2020-06-06,2003-01-23,0,124,0,0,0
1,3,70986.7,2016-09-10,254,2016-09-17,0,1,41.87907527,-87.7715013,2270,0,2015-05-11,2016-05-10,131,58320,0,M,1959-03-09,2018-02-05,2005-09-19,0,-123,1,0,0
5,1,235196.5,2017-04-02,92,2017-04-09,0,1,41.84925702,-87.68570568,19390,1,2016-03-18,2017-03-18,77,230124,0,F,1995-02-12,2018-05-26,2009-01-23,0,-15,1,0,1
3,3,120715.4,2017-08-08,220,2017-08-15,0,4,41.85539582,-87.63030525,1630,0,2016-07-05,2017-07-05,186,118800,0,F,1978-05-12,2021-02-20,1999-01-07,1,-34,1,0,0
1,3,228822.2,2017-10-22,295,2017-10-26,0,2,41.74124549,-87.64007166,2490,0,2016-11-26,2017-11-26,330,224916,0,M,1984-04-15,2019-11-09,2003-02-22,0,35,0,0,0
4,3,310443.5,2017-09-03,246,2017-09-11,0,1,41.98997392,-87.74847302,1310,0,2016-06-19,2017-06-19,170,302220,0,M,1972-08-14,2018-07-24,2011-08-19,0,-76,1,0,0
5,3,361677.5,2017-07-22,203,2017-08-02,1,1,41.94523891,-87.65681537,2050,0,2016-04-07,2017-04-07,97,357840,0,F,1962-02-15,2020-05-30,2003-06-06,0,-106,1,0,0
2,3,400921.9,2017-06-16,167,2017-06-27,0,2,41.692848,-87.61331731,1520,0,2016-08-06,2017-08-06,218,398508,0,F,1949-06-13,2021-03-17,2009-05-26,0,51,0,0,0
2,3,367033.2,2016-08-25,238,2016-09-06,0,1,41.89751009,-87.65760212,1690,0,2015-07-12,2016-07-11,193,361800,0,M,1967-05-09,2021-04-23,1999-01-14,0,-45,1,0,0
5,1,82795.9,2018-10-01,274,2018-10-07,1,1,41.72258292,-87.57495848,34210,1,2017-06-03,2018-06-03,154,80592,0,M,1942-05-01,2019-05-02,2003-11-11,0,-120,1,0,1
2,3,141545,2017-03-17,76,2017-03-21,1,1,41.71747191,-87.59962268,2210,0,2016-05-07,2017-05-07,127,126672,0,F,1949-12-15,2018-09-02,2010-02-05,0,51,0,0,0
4,3,212435.8,2016-06-11,163,2016-06-15,1,3,41.9214274,-87.75375576,1850,0,2015-05-20,2016-05-19,140,198924,0,F,1982-11-01,2020-05-14,2013-10-04,0,-23,1,0,0
1,3,64696.9,2017-09-04,247,2017-09-07,1,1,41.78687015,-87.80116331,1460,0,2016-03-16,2017-03-16,75,58320,0,M,1957-12-08,2021-05-24,2013-09-24,0,-172,1,0,0
5,1,201359.2,2016-10-04,278,2016-10-12,0,1,41.90898946,-87.80436284,37630,1,2015-02-07,2016-02-07,38,186840,0,F,1940-06-09,2020-05-30,2003-02-15,0,-240,1,0,1
2,1,74743.8,2017-04-29,119,2017-05-13,0,5,41.90080165,-87.62427247,2093,1,2016-05-11,2017-05-11,131,68544,1,M,1981-04-25,2021-03-27,2000-03-18,0,12,0,0,0
2,3,386249.5,2016-09-18,262,2016-10-01,1,1,41.87831014,-87.6175759,2750,0,2015-10-11,2016-10-10,284,382752,0,M,1994-01-13,2021-11-10,2006-10-14,0,22,0,0,0
2,1,168168.5,2016-03-22,82,2016-04-02,0,4,41.99759056,-87.66063912,2553,1,2015-08-14,2016-08-13,226,157332,0,F,1981-03-02,2021-09-09,2014-01-05,0,144,0,0,0
5,1,209783.4,2017-02-19,50,2017-02-28,0,1,41.80884489,-87.58718912,46483,1,2016-05-03,2017-05-03,123,205524,0,F,1940-02-17,2018-08-27,2003-07-23,0,73,0,0,1
5,1,176934.4,2018-09-22,265,2018-10-04,1,4,41.83490206,-87.64513773,16040,1,2017-11-19,2018-11-19,323,174528,0,M,1954-03-16,2021-04-25,2003-03-13,0,58,0,0,1
2,3,234647.4,2017-02-20,51,2017-03-04,1,1,41.81635848,-87.62154816,1190,0,2016-05-10,2017-05-10,130,227640,0,M,1942-11-09,2019-10-18,2008-11-16,0,79,0,0,0
1,3,138554.3,2016-08-02,215,2016-08-16,0,1,41.87205805,-87.74507934,2740,0,2015-10-06,2016-10-05,279,132120,0,F,1980-04-07,2020-04-05,2002-02-19,0,64,0,0,0
5,1,66488,2018-08-31,243,2018-09-10,0,1,41.75335698,-87.70264255,26850,1,2017-02-13,2018-02-13,44,55404,0,F,1981-10-21,2021-05-21,2003-07-05,0,-199,1,0,1
5,3,320102.8,2016-01-12,12,2016-01-22,0,1,41.96502964,-87.71096162,2714,0,2015-10-25,2016-10-24,298,313320,0,M,1963-08-19,2021-09-01,2014-09-04,0,286,0,0,0
2,1,324707.8,2018-08-28,240,2018-08-28,1,1,42.01216713,-87.6905173,19470,1,2017-11-13,2018-11-13,317,322368,0,F,1988-06-12,2021-12-04,2017-10-14,0,77,0,0,1
3,1,217512.2,2018-10-12,285,2018-10-24,1,1,42.01904268,-87.70833212,26890,1,2017-08-13,2018-08-13,225,215292,0,F,1971-09-27,2018-05-02,2001-03-19,0,-60,1,1,1
5,3,110984,2016-01-12,12,2016-01-14,1,2,41.97959355,-87.75858927,1759.5,0,2015-02-18,2016-02-18,49,103440,0,F,1981-01-13,2021-02-19,2016-01-14,0,37,0,0,0
3,3,126175.9,2016-01-15,15,2016-01-23,0,1,41.75895236,-87.57750653,1200,0,2015-03-19,2016-03-18,78,114120,0,M,1947-12-15,2019-09-21,2011-02-18,0,63,0,0,0
